"BIBTEXKEY","first_name","middle_name","last_name","full_name","JOURNAL","NUMBER","PAGES","TITLE","TYPE","VOLUME","YEAR","DOI","URL","AFFILIATIONS","AUTHOR_KEYWORDS","PUBLICATION_STAGE","SOURCE","Affiliation_country","Affiliation_country_code","Gender","Gender.Probability","Gender.Count","composite_name","author_id","paper_id_author_id","author_order","author_last","author_single","unique_name","OA","Citations"
"Besada2024","José","L.","Besada","José L. Besada","Music and Science",NA,NA,"The Tonnetz at First Sight: Cognitive Issues of Human–Computer Interaction with Pitch Spaces","Article","7",2024,"10.1177/20592043241246515","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85192381486&doi = 10.1177%2f20592043241246515&partnerID = 40&md5 = d6b287d4e2a7073ee0ac36bb6fd84257","Departamento de Musicología, Universidad Complutense de Madrid, Madrid, Spain; Instituto Complutense de Ciencias Musicales, Madrid, Spain; Faculté de Musique, Université de Montréal, Montréal, Canada; IRMA/CREAA, Université de Strasbourg and CNRS, Strasbourg, France; STMS Lab (UMR9912), CNRS, Sorbonne Université and IRCAM, Paris, France","Harmony; human–computer interaction; multimodal interaction; pitch spaces; Tonnetz","Final","Scopus","Spain","ES","male",0.99,25276,"José Besada","author1","Besada2024_author1",1,0,0,"besada_josé","Open Access",1
"Besada2024","Erica",NA,"Bisesi","Erica Bisesi","Music and Science",NA,NA,"The Tonnetz at First Sight: Cognitive Issues of Human–Computer Interaction with Pitch Spaces","Article","7",2024,"10.1177/20592043241246515","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85192381486&doi = 10.1177%2f20592043241246515&partnerID = 40&md5 = d6b287d4e2a7073ee0ac36bb6fd84257","Departamento de Musicología, Universidad Complutense de Madrid, Madrid, Spain; Instituto Complutense de Ciencias Musicales, Madrid, Spain; Faculté de Musique, Université de Montréal, Montréal, Canada; IRMA/CREAA, Université de Strasbourg and CNRS, Strasbourg, France; STMS Lab (UMR9912), CNRS, Sorbonne Université and IRCAM, Paris, France","Harmony; human–computer interaction; multimodal interaction; pitch spaces; Tonnetz","Final","Scopus","Spain","ES","female",0.99,3772,"Erica Bisesi","author2","Besada2024_author2",2,0,0,"bisesi_erica","Open Access",1
"Besada2024","Corentin",NA,"Guichaoua","Corentin Guichaoua","Music and Science",NA,NA,"The Tonnetz at First Sight: Cognitive Issues of Human–Computer Interaction with Pitch Spaces","Article","7",2024,"10.1177/20592043241246515","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85192381486&doi = 10.1177%2f20592043241246515&partnerID = 40&md5 = d6b287d4e2a7073ee0ac36bb6fd84257","Departamento de Musicología, Universidad Complutense de Madrid, Madrid, Spain; Instituto Complutense de Ciencias Musicales, Madrid, Spain; Faculté de Musique, Université de Montréal, Montréal, Canada; IRMA/CREAA, Université de Strasbourg and CNRS, Strasbourg, France; STMS Lab (UMR9912), CNRS, Sorbonne Université and IRCAM, Paris, France","Harmony; human–computer interaction; multimodal interaction; pitch spaces; Tonnetz","Final","Scopus","Canada","CA","male",1,91,"Corentin Guichaoua","author3","Besada2024_author3",3,0,0,"guichaoua_corentin","Open Access",1
"Besada2024","Moreno",NA,"Andreatta","Moreno Andreatta","Music and Science",NA,NA,"The Tonnetz at First Sight: Cognitive Issues of Human–Computer Interaction with Pitch Spaces","Article","7",2024,"10.1177/20592043241246515","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85192381486&doi = 10.1177%2f20592043241246515&partnerID = 40&md5 = d6b287d4e2a7073ee0ac36bb6fd84257","Departamento de Musicología, Universidad Complutense de Madrid, Madrid, Spain; Instituto Complutense de Ciencias Musicales, Madrid, Spain; Faculté de Musique, Université de Montréal, Montréal, Canada; IRMA/CREAA, Université de Strasbourg and CNRS, Strasbourg, France; STMS Lab (UMR9912), CNRS, Sorbonne Université and IRCAM, Paris, France","Harmony; human–computer interaction; multimodal interaction; pitch spaces; Tonnetz","Final","Scopus","France","FR","male",0.85,609,"Moreno Andreatta","author4","Besada2024_author4",4,1,0,"andreatta_moreno","Open Access",1
"Platte2024","Sarah","Lisette","Platte","Sarah Lisette Platte","Music and Science",NA,NA,"Breathing Against the Conducting Gesture? The Effect of Congruent and Incongruent Gesture-Task Combinations on Breathing Behavior and Resulting Loudness of Choral Singers","Article","7",2024,"10.1177/20592043231218558","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85183698871&doi = 10.1177%2f20592043231218558&partnerID = 40&md5 = cf9a68aed5604719a82fa571dead2d52","Department of Sport and Sport Science, University of Freiburg, Freiburg, Germany; University of Music Freiburg, Freiburg, Germany; Department of Neurosciences and Movement Sciences, University of Fribourg, Fribourg, Switzerland","Breathing; choral singing; conducting gesture; non-verbal communication; perception–action interference","Final","Scopus","Germany","DE","female",0.99,57188,"Sarah Platte","author1","Platte2024_author1",1,0,0,"platte_sarah","Open Access",0
"Platte2024","Albert",NA,"Gollhofer","Albert Gollhofer","Music and Science",NA,NA,"Breathing Against the Conducting Gesture? The Effect of Congruent and Incongruent Gesture-Task Combinations on Breathing Behavior and Resulting Loudness of Choral Singers","Article","7",2024,"10.1177/20592043231218558","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85183698871&doi = 10.1177%2f20592043231218558&partnerID = 40&md5 = cf9a68aed5604719a82fa571dead2d52","Department of Sport and Sport Science, University of Freiburg, Freiburg, Germany; University of Music Freiburg, Freiburg, Germany; Department of Neurosciences and Movement Sciences, University of Fribourg, Fribourg, Switzerland","Breathing; choral singing; conducting gesture; non-verbal communication; perception–action interference","Final","Scopus","Germany","DE","male",0.99,7643,"Albert Gollhofer","author2","Platte2024_author2",2,0,0,"gollhofer_albert","Open Access",0
"Platte2024","Dominic",NA,"Gehring","Dominic Gehring","Music and Science",NA,NA,"Breathing Against the Conducting Gesture? The Effect of Congruent and Incongruent Gesture-Task Combinations on Breathing Behavior and Resulting Loudness of Choral Singers","Article","7",2024,"10.1177/20592043231218558","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85183698871&doi = 10.1177%2f20592043231218558&partnerID = 40&md5 = cf9a68aed5604719a82fa571dead2d52","Department of Sport and Sport Science, University of Freiburg, Freiburg, Germany; University of Music Freiburg, Freiburg, Germany; Department of Neurosciences and Movement Sciences, University of Fribourg, Fribourg, Switzerland","Breathing; choral singing; conducting gesture; non-verbal communication; perception–action interference","Final","Scopus","Switzerland","CH","male",1,2320,"Dominic Gehring","author3","Platte2024_author3",3,0,0,"gehring_dominic","Open Access",0
"Platte2024","Joseph",NA,"Willimann","Joseph Willimann","Music and Science",NA,NA,"Breathing Against the Conducting Gesture? The Effect of Congruent and Incongruent Gesture-Task Combinations on Breathing Behavior and Resulting Loudness of Choral Singers","Article","7",2024,"10.1177/20592043231218558","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85183698871&doi = 10.1177%2f20592043231218558&partnerID = 40&md5 = cf9a68aed5604719a82fa571dead2d52","Department of Sport and Sport Science, University of Freiburg, Freiburg, Germany; University of Music Freiburg, Freiburg, Germany; Department of Neurosciences and Movement Sciences, University of Fribourg, Fribourg, Switzerland","Breathing; choral singing; conducting gesture; non-verbal communication; perception–action interference","Final","Scopus","Germany","DE","male",1,2761,"Joseph Willimann","author4","Platte2024_author4",4,0,0,"willimann_joseph","Open Access",0
"Platte2024","Morten",NA,"Schuldt-Jensen","Morten Schuldt-Jensen","Music and Science",NA,NA,"Breathing Against the Conducting Gesture? The Effect of Congruent and Incongruent Gesture-Task Combinations on Breathing Behavior and Resulting Loudness of Choral Singers","Article","7",2024,"10.1177/20592043231218558","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85183698871&doi = 10.1177%2f20592043231218558&partnerID = 40&md5 = cf9a68aed5604719a82fa571dead2d52","Department of Sport and Sport Science, University of Freiburg, Freiburg, Germany; University of Music Freiburg, Freiburg, Germany; Department of Neurosciences and Movement Sciences, University of Fribourg, Fribourg, Switzerland","Breathing; choral singing; conducting gesture; non-verbal communication; perception–action interference","Final","Scopus","Germany","DE","male",1,617,"Morten Schuldt-Jensen","author5","Platte2024_author5",5,0,0,"schuldt-jensen_morten","Open Access",0
"Platte2024","Benedikt",NA,"Lauber","Benedikt Lauber","Music and Science",NA,NA,"Breathing Against the Conducting Gesture? The Effect of Congruent and Incongruent Gesture-Task Combinations on Breathing Behavior and Resulting Loudness of Choral Singers","Article","7",2024,"10.1177/20592043231218558","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85183698871&doi = 10.1177%2f20592043231218558&partnerID = 40&md5 = cf9a68aed5604719a82fa571dead2d52","Department of Sport and Sport Science, University of Freiburg, Freiburg, Germany; University of Music Freiburg, Freiburg, Germany; Department of Neurosciences and Movement Sciences, University of Fribourg, Fribourg, Switzerland","Breathing; choral singing; conducting gesture; non-verbal communication; perception–action interference","Final","Scopus","Germany","DE","male",1,7682,"Benedikt Lauber","author6","Platte2024_author6",6,1,0,"lauber_benedikt","Open Access",0
"Merrill2023","Julia",NA,"Merrill","Julia Merrill","Music and Science",NA,NA,"Music and Boredom: A First Insight Into an Unexplored Relationship","Article","6",2023,"10.1177/20592043231181215","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85162971122&doi = 10.1177%2f20592043231181215&partnerID = 40&md5 = b6cdc88ecf4a2d2c916b0f6232bf3f97","Music Department, Max Planck Institute for Empirical Aesthetics, Frankfurt am Main, Germany; Institute of Music, University of Kassel, Kassel, Germany","Aesthetic judgment; music perception; musical features; musical sophistication; musical styles; personality","Final","Scopus","Germany","DE","female",0.99,78860,"Julia Merrill","author1","Merrill2023_author1",1,0,0,"merrill_julia","Open Access",1
"Merrill2023","Tristan",NA,"Niedecken","Tristan Niedecken","Music and Science",NA,NA,"Music and Boredom: A First Insight Into an Unexplored Relationship","Article","6",2023,"10.1177/20592043231181215","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85162971122&doi = 10.1177%2f20592043231181215&partnerID = 40&md5 = b6cdc88ecf4a2d2c916b0f6232bf3f97","Music Department, Max Planck Institute for Empirical Aesthetics, Frankfurt am Main, Germany; Institute of Music, University of Kassel, Kassel, Germany","Aesthetic judgment; music perception; musical features; musical sophistication; musical styles; personality","Final","Scopus","Germany","DE","male",0.99,1383,"Tristan Niedecken","author2","Merrill2023_author2",2,1,0,"niedecken_tristan","Open Access",1
"Martin2024","Remy",NA,"Martin","Remy Martin","Music and Science",NA,NA,"Enacting Musical Aesthetics: The Embodied Experience of Live Music","Article","7",2024,"10.1177/20592043231225732","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85183701216&doi = 10.1177%2f20592043231225732&partnerID = 40&md5 = e2199137225fb41307c51d6203fa6e07","RITMO Centre for Interdisciplinary Studies in Rhythm, Time and Motion, University of Oslo, Oslo, Norway","4E cognition‌; aesthetic experience; affordances; agency; ecological psychology; enactivism; live concert; musicking; resonance","Final","Scopus","Norway","NO","male",0.96,72,"Remy Martin","author1","Martin2024_author1",1,0,0,"martin_remy","Undefined",6
"Martin2024","Nanette",NA,"Nielsen","Nanette Nielsen","Music and Science",NA,NA,"Enacting Musical Aesthetics: The Embodied Experience of Live Music","Article","7",2024,"10.1177/20592043231225732","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85183701216&doi = 10.1177%2f20592043231225732&partnerID = 40&md5 = e2199137225fb41307c51d6203fa6e07","RITMO Centre for Interdisciplinary Studies in Rhythm, Time and Motion, University of Oslo, Oslo, Norway","4E cognition‌; aesthetic experience; affordances; agency; ecological psychology; enactivism; live concert; musicking; resonance","Final","Scopus","Norway","NO","female",1,26,"Nanette Nielsen","author2","Martin2024_author2",2,1,0,"nielsen_nanette","Undefined",6
"Poliakoff2023","Ellen",NA,"Poliakoff","Ellen Poliakoff","Music and Science",NA,NA,"Vividness and Use of Imagery Related to Music and Movement in People with Parkinson's: A Mixed-methods Survey Study","Article","6",2023,"10.1177/20592043231197919","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173638298&doi = 10.1177%2f20592043231197919&partnerID = 40&md5 = d40df5f6cc2fccaa9dc856d98383ee5a","School of Health Sciences, The University of Manchester, Manchester, United Kingdom; School of Psychology, University College Dublin, Dublin, Belfeld, Ireland; Royal Northern College of Music, Manchester, United Kingdom; School of Sport and Health Sciences, University of Exeter, St Luke's Campus, Exeter, United Kingdom; School of Music, Lucerne University of Applied Sciences and Arts, Lucerne-Kriens, Switzerland","Auditory imagery; dance; mixed methods; motor imagery; music; musical imagery; Parkinson's; rehabilitation","Final","Scopus","United Kingdom","GB","female",1,12889,"Ellen Poliakoff","author1","Poliakoff2023_author1",1,0,0,"poliakoff_ellen","Open Access",6
"Poliakoff2023","Judith",NA,"Bek","Judith Bek","Music and Science",NA,NA,"Vividness and Use of Imagery Related to Music and Movement in People with Parkinson's: A Mixed-methods Survey Study","Article","6",2023,"10.1177/20592043231197919","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173638298&doi = 10.1177%2f20592043231197919&partnerID = 40&md5 = d40df5f6cc2fccaa9dc856d98383ee5a","School of Health Sciences, The University of Manchester, Manchester, United Kingdom; School of Psychology, University College Dublin, Dublin, Belfeld, Ireland; Royal Northern College of Music, Manchester, United Kingdom; School of Sport and Health Sciences, University of Exeter, St Luke's Campus, Exeter, United Kingdom; School of Music, Lucerne University of Applied Sciences and Arts, Lucerne-Kriens, Switzerland","Auditory imagery; dance; mixed methods; motor imagery; music; musical imagery; Parkinson's; rehabilitation","Final","Scopus","Ireland","IE","female",1,555,"Judith Bek","author2","Poliakoff2023_author2",2,0,0,"bek_judith","Open Access",6
"Poliakoff2023","Michelle",NA,"Phillips","Michelle Phillips","Music and Science",NA,NA,"Vividness and Use of Imagery Related to Music and Movement in People with Parkinson's: A Mixed-methods Survey Study","Article","6",2023,"10.1177/20592043231197919","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173638298&doi = 10.1177%2f20592043231197919&partnerID = 40&md5 = d40df5f6cc2fccaa9dc856d98383ee5a","School of Health Sciences, The University of Manchester, Manchester, United Kingdom; School of Psychology, University College Dublin, Dublin, Belfeld, Ireland; Royal Northern College of Music, Manchester, United Kingdom; School of Sport and Health Sciences, University of Exeter, St Luke's Campus, Exeter, United Kingdom; School of Music, Lucerne University of Applied Sciences and Arts, Lucerne-Kriens, Switzerland","Auditory imagery; dance; mixed methods; motor imagery; music; musical imagery; Parkinson's; rehabilitation","Final","Scopus","United Kingdom","GB","female",1,85177,"Michelle Phillips","author3","Poliakoff2023_author3",3,0,0,"phillips_michelle","Open Access",6
"Poliakoff2023","William","R.","Young","William R. Young","Music and Science",NA,NA,"Vividness and Use of Imagery Related to Music and Movement in People with Parkinson's: A Mixed-methods Survey Study","Article","6",2023,"10.1177/20592043231197919","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173638298&doi = 10.1177%2f20592043231197919&partnerID = 40&md5 = d40df5f6cc2fccaa9dc856d98383ee5a","School of Health Sciences, The University of Manchester, Manchester, United Kingdom; School of Psychology, University College Dublin, Dublin, Belfeld, Ireland; Royal Northern College of Music, Manchester, United Kingdom; School of Sport and Health Sciences, University of Exeter, St Luke's Campus, Exeter, United Kingdom; School of Music, Lucerne University of Applied Sciences and Arts, Lucerne-Kriens, Switzerland","Auditory imagery; dance; mixed methods; motor imagery; music; musical imagery; Parkinson's; rehabilitation","Final","Scopus","United Kingdom","GB","male",1,62705,"William Young","author4","Poliakoff2023_author4",4,0,0,"young_william","Open Access",6
"Poliakoff2023","Dawn","C.","Rose","Dawn C. Rose","Music and Science",NA,NA,"Vividness and Use of Imagery Related to Music and Movement in People with Parkinson's: A Mixed-methods Survey Study","Article","6",2023,"10.1177/20592043231197919","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173638298&doi = 10.1177%2f20592043231197919&partnerID = 40&md5 = d40df5f6cc2fccaa9dc856d98383ee5a","School of Health Sciences, The University of Manchester, Manchester, United Kingdom; School of Psychology, University College Dublin, Dublin, Belfeld, Ireland; Royal Northern College of Music, Manchester, United Kingdom; School of Sport and Health Sciences, University of Exeter, St Luke's Campus, Exeter, United Kingdom; School of Music, Lucerne University of Applied Sciences and Arts, Lucerne-Kriens, Switzerland","Auditory imagery; dance; mixed methods; motor imagery; music; musical imagery; Parkinson's; rehabilitation","Final","Scopus","Switzerland","CH","female",0.97,78,"Dawn Rose","author5","Poliakoff2023_author5",5,1,0,"rose_dawn","Open Access",6
"Kreuzer2025","Martin",NA,"Kreuzer","Martin Kreuzer","Music and Science",NA,NA,"Western Classical Music Concerts Are More Immersive, Intellectually Stimulating, and Social, When Experienced Live Rather Than in a Digital Stream. An Ecologically Valid Concert Study on Different Modes of Liveness","Article","8",2025,"10.1177/20592043251333995","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105002964668&doi = 10.1177%2f20592043251333995&partnerID = 40&md5 = eb5f6ff47518ad4b8be6544b3a87b90e","Faculty of Arts and Humanities, Institute of Musicology, University of Cologne, Cologne, Germany; Department of Music, Max-Planck-Institute for Empirical Aesthetics Frankfurt am Main, Frankfurt am Main, Germany; Department of Cultural Studies & Communication Studies, Zeppelin University Friedrichshafen, Friedrichshafen, Germany","Aesthetic experience; classical concert; concert experience; copresence; digital concert stream; live vs. digital; liveness; Western classical music","Final","Scopus","Germany","DE","male",1,106420,"Martin Kreuzer","author1","Kreuzer2025_author1",1,0,0,"kreuzer_martin","Undefined",1
"Kreuzer2025","Melanie",NA,"Wald-Fuhrmann","Melanie Wald-Fuhrmann","Music and Science",NA,NA,"Western Classical Music Concerts Are More Immersive, Intellectually Stimulating, and Social, When Experienced Live Rather Than in a Digital Stream. An Ecologically Valid Concert Study on Different Modes of Liveness","Article","8",2025,"10.1177/20592043251333995","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105002964668&doi = 10.1177%2f20592043251333995&partnerID = 40&md5 = eb5f6ff47518ad4b8be6544b3a87b90e","Faculty of Arts and Humanities, Institute of Musicology, University of Cologne, Cologne, Germany; Department of Music, Max-Planck-Institute for Empirical Aesthetics Frankfurt am Main, Frankfurt am Main, Germany; Department of Cultural Studies & Communication Studies, Zeppelin University Friedrichshafen, Friedrichshafen, Germany","Aesthetic experience; classical concert; concert experience; copresence; digital concert stream; live vs. digital; liveness; Western classical music","Final","Scopus","Germany","DE","female",0.99,57314,"Melanie Wald-Fuhrmann","author2","Kreuzer2025_author2",2,0,0,"wald-fuhrmann_melanie","Undefined",1
"Kreuzer2025","Christian",NA,"Weining","Christian Weining","Music and Science",NA,NA,"Western Classical Music Concerts Are More Immersive, Intellectually Stimulating, and Social, When Experienced Live Rather Than in a Digital Stream. An Ecologically Valid Concert Study on Different Modes of Liveness","Article","8",2025,"10.1177/20592043251333995","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105002964668&doi = 10.1177%2f20592043251333995&partnerID = 40&md5 = eb5f6ff47518ad4b8be6544b3a87b90e","Faculty of Arts and Humanities, Institute of Musicology, University of Cologne, Cologne, Germany; Department of Music, Max-Planck-Institute for Empirical Aesthetics Frankfurt am Main, Frankfurt am Main, Germany; Department of Cultural Studies & Communication Studies, Zeppelin University Friedrichshafen, Friedrichshafen, Germany","Aesthetic experience; classical concert; concert experience; copresence; digital concert stream; live vs. digital; liveness; Western classical music","Final","Scopus","Germany","DE","male",1,164618,"Christian Weining","author3","Kreuzer2025_author3",3,0,0,"weining_christian","Undefined",1
"Kreuzer2025","Martin",NA,"Tröndle","Martin Tröndle","Music and Science",NA,NA,"Western Classical Music Concerts Are More Immersive, Intellectually Stimulating, and Social, When Experienced Live Rather Than in a Digital Stream. An Ecologically Valid Concert Study on Different Modes of Liveness","Article","8",2025,"10.1177/20592043251333995","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105002964668&doi = 10.1177%2f20592043251333995&partnerID = 40&md5 = eb5f6ff47518ad4b8be6544b3a87b90e","Faculty of Arts and Humanities, Institute of Musicology, University of Cologne, Cologne, Germany; Department of Music, Max-Planck-Institute for Empirical Aesthetics Frankfurt am Main, Frankfurt am Main, Germany; Department of Cultural Studies & Communication Studies, Zeppelin University Friedrichshafen, Friedrichshafen, Germany","Aesthetic experience; classical concert; concert experience; copresence; digital concert stream; live vs. digital; liveness; Western classical music","Final","Scopus","Germany","DE","male",1,106420,"Martin Tröndle","author4","Kreuzer2025_author4",4,0,0,"tröndle_martin","Undefined",1
"Kreuzer2025","Hauke",NA,"Egermann","Hauke Egermann","Music and Science",NA,NA,"Western Classical Music Concerts Are More Immersive, Intellectually Stimulating, and Social, When Experienced Live Rather Than in a Digital Stream. An Ecologically Valid Concert Study on Different Modes of Liveness","Article","8",2025,"10.1177/20592043251333995","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105002964668&doi = 10.1177%2f20592043251333995&partnerID = 40&md5 = eb5f6ff47518ad4b8be6544b3a87b90e","Faculty of Arts and Humanities, Institute of Musicology, University of Cologne, Cologne, Germany; Department of Music, Max-Planck-Institute for Empirical Aesthetics Frankfurt am Main, Frankfurt am Main, Germany; Department of Cultural Studies & Communication Studies, Zeppelin University Friedrichshafen, Friedrichshafen, Germany","Aesthetic experience; classical concert; concert experience; copresence; digital concert stream; live vs. digital; liveness; Western classical music","Final","Scopus","Germany","DE","male",0.99,1221,"Hauke Egermann","author5","Kreuzer2025_author5",5,1,0,"egermann_hauke","Undefined",1
"Mailly2025","Robin",NA,"Mailly","Robin Mailly","Music and Science",NA,NA,"Impact of Music Expression-Related Parameters on Pianists’ Kinematics and Muscle Activity: A Systematic Review","Article","8",2025,"10.1177/20592043251317019","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105000724069&doi = 10.1177%2f20592043251317019&partnerID = 40&md5 = ee22c046b03706653a1401ac122dfdaa","Laboratoire de Simulation et Modélisation du Mouvement, École de Kinésiologie et des sciences de l’activité physique, Université de Montréal, Montreal, QC, Canada; Centre interdisciplinaire de recherche sur le cerveau et l’apprentissage, Montréal, QC, Canada","biomechanics; EMG; expressive intentions; Piano performance; PRMDs","Final","Scopus","Canada","CA","male",0.58,2399,"Robin Mailly","author1","Mailly2025_author1",1,0,0,"mailly_robin","Open Access",0
"Mailly2025","Craig",NA,"Turner","Craig Turner","Music and Science",NA,NA,"Impact of Music Expression-Related Parameters on Pianists’ Kinematics and Muscle Activity: A Systematic Review","Article","8",2025,"10.1177/20592043251317019","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105000724069&doi = 10.1177%2f20592043251317019&partnerID = 40&md5 = ee22c046b03706653a1401ac122dfdaa","Laboratoire de Simulation et Modélisation du Mouvement, École de Kinésiologie et des sciences de l’activité physique, Université de Montréal, Montreal, QC, Canada; Centre interdisciplinaire de recherche sur le cerveau et l’apprentissage, Montréal, QC, Canada","biomechanics; EMG; expressive intentions; Piano performance; PRMDs","Final","Scopus","Canada","CA","male",1,15810,"Craig Turner","author2","Mailly2025_author2",2,0,0,"turner_craig","Open Access",0
"Mailly2025","Etienne",NA,"Goubault","Etienne Goubault","Music and Science",NA,NA,"Impact of Music Expression-Related Parameters on Pianists’ Kinematics and Muscle Activity: A Systematic Review","Article","8",2025,"10.1177/20592043251317019","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105000724069&doi = 10.1177%2f20592043251317019&partnerID = 40&md5 = ee22c046b03706653a1401ac122dfdaa","Laboratoire de Simulation et Modélisation du Mouvement, École de Kinésiologie et des sciences de l’activité physique, Université de Montréal, Montreal, QC, Canada; Centre interdisciplinaire de recherche sur le cerveau et l’apprentissage, Montréal, QC, Canada","biomechanics; EMG; expressive intentions; Piano performance; PRMDs","Final","Scopus","Canada","CA","male",0.99,613,"Etienne Goubault","author3","Mailly2025_author3",3,0,0,"goubault_etienne","Open Access",0
"Mailly2025","Fabien","Dal","Maso","Fabien Dal Maso","Music and Science",NA,NA,"Impact of Music Expression-Related Parameters on Pianists’ Kinematics and Muscle Activity: A Systematic Review","Article","8",2025,"10.1177/20592043251317019","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105000724069&doi = 10.1177%2f20592043251317019&partnerID = 40&md5 = ee22c046b03706653a1401ac122dfdaa","Laboratoire de Simulation et Modélisation du Mouvement, École de Kinésiologie et des sciences de l’activité physique, Université de Montréal, Montreal, QC, Canada; Centre interdisciplinaire de recherche sur le cerveau et l’apprentissage, Montréal, QC, Canada","biomechanics; EMG; expressive intentions; Piano performance; PRMDs","Final","Scopus","Canada","CA","male",1,824,"Fabien Maso","author4","Mailly2025_author4",4,0,0,"maso_fabien","Open Access",0
"Mailly2025","Felipe",NA,"Verdugo","Felipe Verdugo","Music and Science",NA,NA,"Impact of Music Expression-Related Parameters on Pianists’ Kinematics and Muscle Activity: A Systematic Review","Article","8",2025,"10.1177/20592043251317019","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105000724069&doi = 10.1177%2f20592043251317019&partnerID = 40&md5 = ee22c046b03706653a1401ac122dfdaa","Laboratoire de Simulation et Modélisation du Mouvement, École de Kinésiologie et des sciences de l’activité physique, Université de Montréal, Montreal, QC, Canada; Centre interdisciplinaire de recherche sur le cerveau et l’apprentissage, Montréal, QC, Canada","biomechanics; EMG; expressive intentions; Piano performance; PRMDs","Final","Scopus","Canada","CA","male",1,1544,"Felipe Verdugo","author5","Mailly2025_author5",5,1,0,"verdugo_felipe","Open Access",0
"McAdams2025","Stephen",NA,"McAdams","Stephen McAdams","Music and Science",NA,NA,"Factors Contributing to Instrumental Blends in Orchestral Excerpts","Article","8",2025,"10.1177/20592043251326391","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105001479802&doi = 10.1177%2f20592043251326391&partnerID = 40&md5 = d3aa6a9f5e5c5d94c7f66b3f6266db6c","Schulich School of Music, McGill University, Montreal, Canada; Program in Cognitive Sciences, McGill University, Montreal, Canada","Auditory scene analysis; concurrent grouping; instrumental blend; orchestration; perceptual fusion; timbre","Final","Scopus","Canada","CA","male",1,24652,"Stephen McAdams","author1","McAdams2025_author1",1,0,0,"mcadams_stephen","Undefined",1
"McAdams2025","Pierre","G.","Gianferrara","Pierre G. Gianferrara","Music and Science",NA,NA,"Factors Contributing to Instrumental Blends in Orchestral Excerpts","Article","8",2025,"10.1177/20592043251326391","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105001479802&doi = 10.1177%2f20592043251326391&partnerID = 40&md5 = d3aa6a9f5e5c5d94c7f66b3f6266db6c","Schulich School of Music, McGill University, Montreal, Canada; Program in Cognitive Sciences, McGill University, Montreal, Canada","Auditory scene analysis; concurrent grouping; instrumental blend; orchestration; perceptual fusion; timbre","Final","Scopus","Canada","CA","male",1,24461,"Pierre Gianferrara","author2","McAdams2025_author2",2,0,0,"gianferrara_pierre","Undefined",1
"McAdams2025","Iza","R.","Korsmit","Iza R. Korsmit","Music and Science",NA,NA,"Factors Contributing to Instrumental Blends in Orchestral Excerpts","Article","8",2025,"10.1177/20592043251326391","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105001479802&doi = 10.1177%2f20592043251326391&partnerID = 40&md5 = d3aa6a9f5e5c5d94c7f66b3f6266db6c","Schulich School of Music, McGill University, Montreal, Canada; Program in Cognitive Sciences, McGill University, Montreal, Canada","Auditory scene analysis; concurrent grouping; instrumental blend; orchestration; perceptual fusion; timbre","Final","Scopus","Canada","CA","female",0.99,119,"Iza Korsmit","author3","McAdams2025_author3",3,0,0,"korsmit_iza","Undefined",1
